,idade,renda,situacao_moradia,tempo_trabalhado,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,devedor,tempo_historico_credito
23683,27,62900.0,Rent,3.0,Medical,D,12000.0,15.95,1,0.19,N,9
23684,23,62000.0,Rent,3.0,Education,A,7200.0,7.9,1,0.12,N,3
23685,24,60000.0,Rent,1.0,Venture,B,14525.0,10.99,0,0.24,N,4
23687,24,55000.0,Rent,2.0,Debtconsolidation,A,4500.0,7.9,0,0.08,N,2
23688,30,53000.0,Rent,1.0,Medical,A,11000.0,6.62,0,0.21,N,9
23689,30,86706.0,Mortgage,6.0,Medical,A,8500.0,6.62,0,0.1,N,10
23690,31,120000.0,Mortgage,6.0,Personal,D,25000.0,16.32,0,0.21,Y,7
23692,34,39312.0,Rent,5.0,Personal,D,10000.0,15.7,0,0.25,N,7
23693,26,34000.0,Rent,3.0,Personal,D,5500.0,16.89,0,0.16,Y,3
23694,28,22200.0,Own,0.0,Homeimprovement,B,2500.0,11.49,0,0.11,N,5
23695,41,118075.0,Mortgage,5.0,Medical,B,28000.0,11.71,0,0.24,N,13
23696,24,95000.0,Mortgage,7.0,Debtconsolidation,B,15000.0,12.69,0,0.16,N,2
23697,23,36000.0,Mortgage,7.0,Homeimprovement,A,10750.0,0.0,1,0.3,N,3
23698,26,110004.0,Mortgage,1.0,Venture,B,12000.0,10.36,0,0.11,N,3
23699,27,115000.0,Mortgage,11.0,Personal,B,14400.0,12.69,0,0.13,N,6
23700,23,60000.0,Mortgage,4.0,Personal,A,20000.0,6.54,0,0.33,N,3
23701,24,59000.0,Rent,5.0,Education,C,15000.0,14.79,1,0.25,Y,3
23702,44,67920.0,Rent,13.0,Homeimprovement,A,32400.0,0.0,1,0.48,N,13
23703,25,70000.0,Mortgage,9.0,Personal,B,1000.0,12.69,0,0.01,N,2
23704,29,40800.0,Mortgage,0.0,Homeimprovement,A,2000.0,7.74,0,0.05,N,8
23705,25,68400.0,Rent,9.0,Personal,E,24250.0,17.56,1,0.35,N,4
23706,22,70000.0,Mortgage,6.0,Personal,D,25000.0,15.31,0,0.36,Y,4
23708,27,42000.0,Rent,3.0,Debtconsolidation,B,8800.0,11.71,0,0.21,N,5
23709,21,42000.0,Rent,4.0,Debtconsolidation,A,4500.0,6.03,0,0.11,N,4
23710,22,45000.0,Rent,7.0,Personal,A,9000.0,7.9,0,0.2,N,3
23711,31,123000.0,Rent,2.0,Venture,A,7000.0,8.49,0,0.06,N,10
23712,25,54000.0,Rent,4.0,Homeimprovement,A,6000.0,8.59,0,0.11,N,4
23713,27,55000.0,Rent,11.0,Medical,B,8000.0,11.83,0,0.15,N,9
23714,22,81996.0,Mortgage,6.0,Personal,B,10000.0,11.46,1,0.12,N,3
23715,25,30000.0,Rent,2.0,Medical,A,3200.0,8.0,0,0.11,N,4
23716,22,57000.0,Mortgage,6.0,Personal,B,11425.0,9.91,0,0.2,N,4
23717,34,85000.0,Mortgage,19.0,Education,D,8500.0,14.42,0,0.1,Y,8
23718,29,90000.0,Mortgage,3.0,Education,A,15000.0,6.99,0,0.17,N,8
23720,28,60000.0,Rent,3.0,Personal,A,12000.0,6.17,0,0.2,N,6
23721,24,40800.0,Rent,5.0,Medical,C,4800.0,13.85,0,0.12,Y,3
23722,22,54000.0,Rent,2.0,Medical,D,10000.0,13.36,1,0.19,Y,3
23723,25,115000.0,Mortgage,3.0,Debtconsolidation,C,19000.0,13.49,0,0.17,N,4
23724,30,96000.0,Rent,11.0,Education,C,12000.0,13.23,0,0.12,N,10
23726,27,45000.0,Mortgage,12.0,Debtconsolidation,B,5000.0,9.25,0,0.11,N,10
23727,21,30000.0,Rent,5.0,Venture,B,7500.0,9.99,0,0.25,N,4
23728,36,20004.0,Rent,1.0,Venture,B,4375.0,10.74,0,0.22,N,17
23729,53,106000.0,Mortgage,38.0,Personal,B,20000.0,9.88,0,0.19,N,23
23730,22,50000.0,Mortgage,6.0,Education,A,4800.0,6.03,0,0.1,N,3
23732,26,100000.0,Mortgage,0.0,Education,C,10000.0,14.26,0,0.1,N,2
23733,24,25000.0,Rent,0.0,Debtconsolidation,A,4400.0,6.76,0,0.18,N,3
23734,39,38500.0,Mortgage,7.0,Medical,C,3500.0,13.98,0,0.09,Y,17
23735,25,80000.0,Mortgage,6.0,Venture,B,10000.0,0.0,0,0.12,N,4
23736,27,85500.0,Rent,1.0,Education,D,11000.0,15.99,1,0.13,N,6
23737,26,38400.0,Rent,10.0,Medical,D,7500.0,17.58,0,0.2,N,2
23738,31,42000.0,Rent,4.0,Education,B,10000.0,11.71,1,0.24,N,5
23739,25,34980.0,Mortgage,1.0,Venture,B,6000.0,11.48,0,0.17,N,2
23740,55,75000.0,Mortgage,3.0,Personal,A,10000.0,7.51,0,0.13,N,20
23741,28,30000.0,Mortgage,8.0,Debtconsolidation,A,3000.0,7.29,0,0.1,N,5
23742,30,70000.0,Mortgage,0.0,Venture,B,10000.0,10.25,0,0.14,N,8
23743,25,98000.0,Mortgage,3.0,Homeimprovement,B,1000.0,11.14,0,0.01,N,4
23744,24,73500.0,Rent,7.0,Medical,C,15000.0,13.16,0,0.2,Y,3
23746,39,78840.0,Mortgage,18.0,Debtconsolidation,B,15000.0,11.71,0,0.19,N,13
23747,30,70000.0,Mortgage,4.0,Medical,B,10200.0,12.42,0,0.15,N,6
23748,26,69654.0,Mortgage,10.0,Medical,C,7500.0,0.0,0,0.11,Y,3
23749,43,25000.0,Rent,6.0,Medical,B,8000.0,11.99,1,0.32,N,17
23750,22,60000.0,Rent,4.0,Personal,B,9800.0,0.0,0,0.16,N,3
23751,37,125000.0,Mortgage,1.0,Homeimprovement,A,8000.0,9.32,0,0.06,N,15
23752,30,50000.0,Mortgage,3.0,Personal,C,6000.0,0.0,0,0.12,Y,7
23753,22,25920.0,Mortgage,7.0,Venture,B,11325.0,10.65,0,0.44,N,3
23754,31,68000.0,Own,1.0,Venture,A,8000.0,7.9,0,0.12,N,5
23755,25,75000.0,Mortgage,7.0,Debtconsolidation,B,15000.0,9.99,0,0.2,N,4
23756,28,75000.0,Mortgage,3.0,Homeimprovement,B,6000.0,11.48,0,0.08,N,8
23758,28,50000.0,Rent,0.0,Education,A,7000.0,8.32,0,0.14,N,5
23759,23,125000.0,Mortgage,7.0,Education,B,5000.0,0.0,0,0.04,N,2
23760,25,57000.0,Rent,0.0,Personal,C,15000.0,13.85,0,0.26,Y,2
23761,24,29120.0,Rent,0.0,Education,B,5000.0,10.99,0,0.17,N,4
23762,30,50000.0,Mortgage,11.0,Medical,B,10000.0,0.0,0,0.2,N,6
23765,23,62471.0,Mortgage,0.0,Education,A,12000.0,6.91,0,0.19,N,2
23766,30,75000.0,Rent,7.0,Medical,B,20000.0,12.18,0,0.27,N,7
23767,25,78000.0,Mortgage,0.0,Homeimprovement,B,25000.0,9.64,0,0.32,N,4
23768,26,12000.0,Rent,0.0,Venture,A,5000.0,6.92,1,0.42,N,4
23769,28,29000.0,Rent,4.0,Debtconsolidation,D,10000.0,16.77,1,0.34,N,10
23770,35,21600.0,Rent,1.0,Personal,C,2500.0,14.35,0,0.12,Y,5
23771,73,75000.0,Rent,0.0,Medical,A,7800.0,0.0,0,0.1,N,24
23772,21,40800.0,Rent,3.0,Medical,D,12000.0,15.21,1,0.29,N,2
23773,22,36750.0,Rent,6.0,Education,D,7500.0,14.84,0,0.2,N,3
23774,24,42000.0,Own,7.0,Venture,A,12000.0,7.66,0,0.29,N,3
23775,22,88824.0,Mortgage,6.0,Debtconsolidation,A,12600.0,7.66,0,0.14,N,3
23776,24,62500.0,Mortgage,2.0,Education,A,6000.0,5.79,0,0.1,N,3
23777,23,61000.0,Mortgage,2.0,Venture,E,18400.0,19.29,0,0.3,N,2
23778,22,55000.0,Rent,6.0,Debtconsolidation,A,7500.0,6.03,0,0.14,N,2
23779,21,20000.0,Rent,2.0,Medical,A,9000.0,7.51,1,0.45,N,4
23780,24,83000.0,Mortgage,6.0,Homeimprovement,A,10400.0,5.79,0,0.13,N,3
23781,29,32108.0,Rent,4.0,Venture,E,2500.0,15.68,1,0.08,Y,5
23782,36,40000.0,Rent,6.0,Medical,C,5000.0,12.61,0,0.12,N,13
23784,43,67000.0,Rent,0.0,Medical,A,4500.0,5.42,0,0.07,N,13
23785,26,87800.0,Mortgage,5.0,Education,A,12000.0,5.79,0,0.14,N,4
23786,24,105000.0,Rent,2.0,Venture,A,13800.0,7.66,0,0.13,N,2
23787,41,28800.0,Rent,2.0,Education,C,1000.0,0.0,0,0.03,N,13
23789,22,41000.0,Own,0.0,Personal,A,1000.0,6.99,0,0.02,N,2
23792,29,75000.0,Mortgage,9.0,Personal,B,8000.0,11.99,0,0.11,N,5
23793,34,50400.0,Mortgage,9.0,Venture,F,22800.0,18.67,0,0.45,N,10
23794,28,39184.0,Rent,3.0,Debtconsolidation,A,6000.0,6.17,0,0.15,N,7
23796,25,24000.0,Rent,9.0,Personal,B,9600.0,11.71,1,0.4,N,4
23797,31,35142.0,Rent,0.0,Venture,B,8000.0,11.11,0,0.23,N,6
23798,22,63000.0,Mortgage,6.0,Medical,B,15000.0,0.0,0,0.24,N,3
23799,21,42000.0,Rent,5.0,Education,D,13000.0,15.31,1,0.31,N,3
23800,22,86000.0,Mortgage,6.0,Education,B,10000.0,11.49,0,0.12,N,2
23801,28,25200.0,Rent,5.0,Personal,D,11500.0,14.46,1,0.46,Y,6
23802,23,20000.0,Mortgage,2.0,Medical,B,6400.0,10.65,0,0.32,N,4
23803,25,50000.0,Mortgage,6.0,Personal,A,12800.0,7.49,1,0.26,N,4
23804,23,57000.0,Rent,5.0,Venture,B,7650.0,11.71,0,0.13,N,4
23806,35,60000.0,Own,1.0,Personal,D,5000.0,15.7,0,0.08,N,9
23807,32,108202.0,Mortgage,6.0,Medical,C,9600.0,13.79,0,0.09,Y,6
23808,26,34000.0,Rent,3.0,Personal,D,5500.0,16.89,0,0.16,Y,2
23809,25,76800.0,Mortgage,5.0,Personal,C,20000.0,0.0,0,0.26,Y,2
23811,45,38400.0,Rent,4.0,Debtconsolidation,C,1000.0,14.72,0,0.03,Y,12
23812,33,55000.0,Own,4.0,Homeimprovement,A,12000.0,7.51,0,0.22,N,9
23813,31,10000.0,Rent,2.0,Education,A,3250.0,7.88,1,0.32,N,10
23815,33,138000.0,Rent,0.0,Personal,E,35000.0,18.64,1,0.25,Y,7
23816,23,95000.0,Rent,6.0,Education,B,15000.0,9.88,0,0.16,N,4
23817,40,71599.0,Rent,0.0,Education,A,6000.0,9.63,0,0.08,N,17
23818,26,117500.0,Rent,0.0,Venture,A,13800.0,7.49,0,0.12,N,3
23819,24,112500.0,Mortgage,3.0,Education,C,8600.0,13.11,0,0.08,Y,3
23821,38,40000.0,Own,6.0,Medical,A,9000.0,7.49,0,0.22,N,16
23822,33,24996.0,Mortgage,3.0,Personal,C,6600.0,12.99,0,0.26,Y,6
23824,32,34320.0,Mortgage,0.0,Medical,C,1900.0,12.84,0,0.06,Y,7
23825,23,18720.0,Rent,2.0,Education,D,4000.0,15.62,1,0.21,N,4
23826,27,50000.0,Rent,3.0,Education,E,10000.0,6.92,0,0.2,N,2
23827,28,74400.0,Mortgage,7.0,Medical,B,12000.0,0.0,0,0.16,N,6
23828,22,39000.0,Mortgage,1.0,Venture,F,5000.0,18.21,1,0.13,Y,4
23829,23,70000.0,Mortgage,1.0,Personal,B,5000.0,11.12,0,0.07,N,3
23830,23,56700.0,Mortgage,7.0,Education,A,12000.0,5.42,0,0.21,N,2
23831,36,95000.0,Rent,3.0,Venture,A,7375.0,8.94,0,0.08,N,15
23834,30,38000.0,Rent,2.0,Education,A,6500.0,7.14,0,0.17,N,9
23835,24,45000.0,Mortgage,6.0,Homeimprovement,A,4075.0,5.42,0,0.09,N,3
23836,22,100000.0,Mortgage,6.0,Debtconsolidation,A,15000.0,8.94,0,0.15,N,3
23838,21,24000.0,Rent,0.0,Education,B,6400.0,10.95,0,0.27,N,3
23839,25,37980.0,Mortgage,7.0,Personal,A,3500.0,6.03,0,0.09,N,2
23840,25,80000.0,Mortgage,9.0,Venture,A,12000.0,7.88,0,0.15,N,3
23841,35,35000.0,Mortgage,4.0,Personal,B,8000.0,9.91,0,0.23,N,5
23842,24,18000.0,Rent,5.0,Personal,C,3000.0,15.27,1,0.17,Y,2
23843,22,30000.0,Mortgage,6.0,Debtconsolidation,B,3000.0,11.49,0,0.1,N,3
23844,23,88000.0,Rent,0.0,Personal,D,12000.0,14.61,1,0.14,Y,4
23845,22,49000.0,Rent,0.0,Education,D,7600.0,15.62,1,0.16,N,4
23846,38,37200.0,Rent,1.0,Debtconsolidation,B,5000.0,9.99,0,0.13,N,11
23847,22,26400.0,Mortgage,0.0,Homeimprovement,A,1550.0,0.0,1,0.06,N,2
23848,27,10400.0,Own,0.0,Personal,C,4750.0,14.72,1,0.46,Y,7
23849,36,52660.0,Mortgage,2.0,Homeimprovement,C,15000.0,13.16,0,0.28,Y,13
23850,31,12000.0,Rent,2.0,Education,B,2400.0,11.71,1,0.2,N,10
23851,35,69000.0,Rent,1.0,Education,B,12000.0,11.26,1,0.17,N,5
23852,25,78000.0,Rent,1.0,Personal,A,6000.0,9.63,0,0.08,N,4
23853,23,30000.0,Rent,1.0,Medical,A,8400.0,0.0,1,0.28,N,2
23855,22,18996.0,Rent,4.0,Medical,D,6000.0,14.74,1,0.32,Y,3
23856,27,99000.0,Mortgage,4.0,Medical,A,9000.0,7.14,0,0.09,N,5
23857,25,42000.0,Mortgage,9.0,Homeimprovement,B,3250.0,10.0,0,0.08,N,3
23858,24,97000.0,Mortgage,2.0,Debtconsolidation,C,22000.0,12.68,0,0.23,N,3
23859,52,50000.0,Rent,3.0,Education,B,4500.0,11.89,0,0.09,N,25
23860,39,134000.0,Mortgage,0.0,Venture,B,25000.0,10.25,0,0.19,N,17
23861,32,50000.0,Mortgage,0.0,Education,A,5400.0,7.14,0,0.11,N,9
23862,30,90000.0,Rent,14.0,Personal,D,10000.0,15.62,0,0.11,Y,6
23863,33,14400.0,Rent,2.0,Medical,B,3000.0,11.83,1,0.21,N,5
23864,24,90000.0,Rent,1.0,Homeimprovement,B,19500.0,9.76,0,0.22,N,2
23865,24,36000.0,Mortgage,8.0,Personal,C,3500.0,13.06,0,0.1,Y,3
23866,27,68000.0,Mortgage,6.0,Education,C,2000.0,13.8,0,0.03,N,5
23867,27,80000.0,Mortgage,4.0,Education,A,15000.0,6.54,0,0.19,N,6
23868,22,50000.0,Rent,2.0,Education,A,8000.0,6.62,0,0.16,N,3
23869,27,87000.0,Mortgage,11.0,Venture,C,21125.0,13.92,0,0.24,N,5
23870,26,100000.0,Rent,3.0,Debtconsolidation,C,3000.0,13.57,0,0.03,N,3
23871,25,27096.0,Rent,7.0,Education,A,5000.0,7.9,1,0.18,N,3
23872,29,35000.0,Own,11.0,Medical,C,4200.0,12.99,0,0.12,Y,7
23873,21,30000.0,Rent,1.0,Venture,D,2400.0,16.49,1,0.08,Y,2
23874,29,82600.0,Mortgage,6.0,Venture,B,19450.0,9.91,0,0.24,N,10
23875,26,46800.0,Mortgage,0.0,Medical,C,5000.0,12.87,1,0.11,N,4
23876,31,38000.0,Rent,15.0,Venture,A,14400.0,8.94,1,0.38,N,7
23877,25,24000.0,Mortgage,2.0,Personal,D,3500.0,15.58,1,0.15,Y,2
23878,28,25000.0,Mortgage,12.0,Homeimprovement,C,10625.0,14.27,0,0.42,Y,6
23879,27,75127.0,Rent,11.0,Homeimprovement,B,15000.0,10.64,0,0.2,N,6
23880,22,95004.0,Rent,0.0,Education,C,8000.0,12.61,0,0.08,Y,4
23881,22,55000.0,Mortgage,2.0,Education,A,12000.0,6.54,0,0.22,N,4
23883,23,54000.0,Mortgage,1.0,Education,C,13650.0,0.0,0,0.25,Y,2
23884,22,30000.0,Rent,0.0,Venture,E,8000.0,0.0,1,0.27,N,3
23885,24,130000.0,Mortgage,5.0,Debtconsolidation,B,25000.0,12.53,0,0.19,N,3
23886,30,53000.0,Rent,4.0,Debtconsolidation,A,12000.0,6.03,0,0.23,N,7
23887,25,35000.0,Mortgage,9.0,Debtconsolidation,A,7000.0,0.0,0,0.2,N,2
23888,27,28500.0,Mortgage,6.0,Venture,A,2600.0,7.74,0,0.09,N,7
23889,37,32400.0,Own,0.0,Education,D,8000.0,15.99,0,0.25,N,12
23890,27,63000.0,Mortgage,9.0,Debtconsolidation,B,4500.0,8.88,0,0.07,N,7
23891,31,78504.0,Rent,2.0,Education,C,10000.0,11.41,0,0.13,Y,8
23892,24,72000.0,Mortgage,8.0,Education,C,14000.0,14.65,1,0.19,N,4
23894,24,105000.0,Rent,2.0,Homeimprovement,C,19000.0,12.29,0,0.18,Y,2
23895,35,31000.0,Rent,0.0,Venture,C,5000.0,14.35,0,0.16,N,7
23896,35,55000.0,Mortgage,7.0,Education,B,1450.0,10.59,0,0.03,N,5
23897,35,60000.0,Rent,0.0,Homeimprovement,C,4000.0,13.98,0,0.07,Y,7
23898,21,30000.0,Rent,2.0,Personal,B,7000.0,10.99,1,0.23,N,2
23899,36,75000.0,Rent,12.0,Medical,A,7000.0,6.92,0,0.09,N,17
23900,23,54000.0,Mortgage,4.0,Medical,B,2700.0,11.86,0,0.05,N,3
23901,37,55900.0,Mortgage,1.0,Personal,B,17000.0,8.7,0,0.3,N,12
23902,29,44991.0,Mortgage,13.0,Medical,C,5000.0,14.72,0,0.11,Y,5
23903,31,80004.0,Mortgage,9.0,Medical,B,5500.0,10.75,0,0.07,N,8
23904,26,96500.0,Mortgage,4.0,Venture,A,18000.0,7.51,0,0.19,N,4
23905,39,18300.0,Rent,0.0,Debtconsolidation,D,1200.0,14.74,1,0.07,Y,11
23906,32,37076.0,Rent,3.0,Personal,B,12000.0,12.42,1,0.32,N,7
23907,24,66000.0,Mortgage,8.0,Personal,D,15000.0,18.25,0,0.23,N,4
23908,32,75000.0,Mortgage,2.0,Venture,D,2000.0,15.65,0,0.03,Y,10
23909,27,55000.0,Mortgage,2.0,Venture,D,7000.0,0.0,0,0.13,Y,7
23910,34,84000.0,Mortgage,15.0,Personal,B,9250.0,11.36,0,0.11,N,8
23911,22,40000.0,Mortgage,5.0,Personal,A,5400.0,7.42,0,0.14,N,2
23912,41,4000.0,Rent,0.0,Medical,C,2000.0,13.22,1,0.5,Y,15
23913,31,74628.0,Mortgage,12.0,Debtconsolidation,C,15000.0,12.99,0,0.2,N,5
23914,34,50000.0,Own,0.0,Venture,A,16000.0,7.51,0,0.32,N,7
23915,30,44449.0,Mortgage,2.0,Venture,C,21250.0,13.48,0,0.48,Y,6
23916,25,63000.0,Rent,5.0,Education,D,9600.0,14.46,0,0.15,Y,4
23917,32,54000.0,Mortgage,4.0,Medical,C,12000.0,15.27,0,0.22,N,6
23918,35,45000.0,Rent,3.0,Medical,A,5500.0,6.92,0,0.12,N,6
23919,22,34000.0,Rent,6.0,Debtconsolidation,B,14000.0,10.62,1,0.41,N,4
23920,22,36000.0,Rent,0.0,Personal,C,6500.0,0.0,0,0.18,N,3
23921,22,73000.0,Rent,1.0,Venture,C,1800.0,11.41,0,0.02,N,3
23922,29,98736.0,Own,13.0,Venture,B,9000.0,11.89,0,0.09,N,6
23923,28,84000.0,Rent,3.0,Homeimprovement,B,15000.0,11.86,0,0.18,N,9
23924,23,34000.0,Rent,7.0,Education,B,10000.0,10.36,1,0.29,N,4
23925,22,42996.0,Rent,2.0,Debtconsolidation,C,14400.0,0.0,1,0.33,Y,4
23926,22,46000.0,Mortgage,3.0,Debtconsolidation,A,6000.0,7.68,0,0.13,N,2
23928,35,35000.0,Mortgage,5.0,Education,B,5600.0,11.49,0,0.16,N,6
23929,25,30576.0,Mortgage,5.0,Debtconsolidation,A,10000.0,6.03,0,0.33,N,4
23930,27,59000.0,Mortgage,11.0,Homeimprovement,C,16000.0,13.98,0,0.27,N,10
23931,25,62400.0,Rent,7.0,Medical,B,2300.0,11.71,0,0.04,N,3
23932,30,60000.0,Mortgage,0.0,Debtconsolidation,A,18600.0,5.99,0,0.31,N,2
23933,26,60000.0,Rent,4.0,Education,C,9000.0,12.68,0,0.15,N,4
23934,23,19136.0,Rent,4.0,Education,E,5500.0,17.93,1,0.29,Y,3
23935,24,40000.0,Rent,5.0,Medical,B,2000.0,0.0,0,0.05,N,4
23936,30,40000.0,Rent,8.0,Venture,A,2500.0,5.79,0,0.06,N,10
23937,22,69528.0,Rent,6.0,Venture,C,6000.0,12.99,0,0.09,N,3
23938,32,91800.0,Mortgage,13.0,Medical,D,8400.0,15.99,1,0.09,N,9
23939,25,44000.0,Rent,1.0,Education,A,2800.0,6.92,0,0.06,N,3
23940,25,58000.0,Rent,5.0,Venture,A,6900.0,7.66,0,0.12,N,4
23942,23,62400.0,Mortgage,7.0,Medical,C,7000.0,13.06,0,0.11,N,4
23943,22,36000.0,Rent,3.0,Education,C,9000.0,0.0,0,0.25,Y,2
23945,25,34000.0,Mortgage,9.0,Medical,A,2000.0,7.66,1,0.06,N,4
23946,22,36000.0,Rent,2.0,Education,C,3600.0,12.99,0,0.1,N,2
23947,28,62000.0,Rent,2.0,Education,C,12000.0,0.0,0,0.19,N,10
23948,30,38220.0,Mortgage,1.0,Debtconsolidation,A,5500.0,10.99,0,0.14,N,2
23949,22,22205.882352941175,Rent,4.0,Medical,A,3775.0,0.0,0,0.17,N,6
23950,30,65000.0,Mortgage,15.0,Debtconsolidation,A,7500.0,6.17,0,0.12,N,9
23951,23,73426.0,Mortgage,0.0,Education,C,7500.0,0.0,0,0.1,N,2
23952,24,23000.0,Rent,2.0,Education,C,1600.0,0.0,0,0.07,Y,2
23953,35,10800.0,Rent,0.0,Education,D,2500.0,14.84,1,0.23,N,5
23954,25,39000.0,Own,0.0,Medical,C,8500.0,14.35,0,0.22,N,3
23955,35,126696.0,Mortgage,19.0,Medical,B,24250.0,10.38,0,0.19,N,6
23956,21,41000.0,Rent,5.0,Education,A,7000.0,5.79,0,0.17,N,3
23957,26,43873.0,Own,0.0,Homeimprovement,D,17500.0,16.32,0,0.4,N,3
23958,27,42504.0,Rent,2.0,Debtconsolidation,B,7200.0,10.59,0,0.17,N,6
23959,24,65000.0,Own,3.0,Personal,B,6000.0,11.36,0,0.09,N,2
23960,22,54000.0,Mortgage,1.0,Medical,C,4000.0,13.98,0,0.07,N,4
23961,53,54000.0,Rent,0.0,Medical,D,10000.0,14.59,1,0.19,Y,27
23963,32,45000.0,Mortgage,12.0,Education,A,4800.0,7.49,0,0.11,N,7
23964,25,55000.0,Rent,2.0,Education,C,18000.0,12.84,1,0.33,N,2
23965,24,54000.0,Rent,2.0,Venture,D,20000.0,16.49,1,0.37,N,2
23966,28,65000.0,Mortgage,8.0,Education,D,3000.0,0.0,0,0.05,N,7
23967,22,21000.0,Rent,7.0,Education,D,8000.0,16.77,1,0.38,Y,2
23968,35,90000.0,Mortgage,8.0,Education,B,4800.0,9.99,0,0.05,N,5
23969,36,75000.0,Mortgage,9.0,Education,B,15000.0,12.18,0,0.2,N,16
23970,21,26000.0,Rent,1.0,Debtconsolidation,D,9450.0,16.77,1,0.36,N,2
23971,26,36000.0,Rent,1.0,Personal,B,10200.0,12.69,0,0.28,N,4
23972,32,88000.0,Mortgage,13.0,Debtconsolidation,C,17600.0,13.49,1,0.2,Y,10
23974,23,40000.0,Mortgage,1.0,Personal,A,4000.0,7.14,0,0.1,N,3
23975,34,76000.0,Rent,4.0,Medical,B,6000.0,0.0,0,0.08,N,10
23976,28,37500.0,Rent,10.0,Personal,A,2400.0,7.66,0,0.06,N,5
23977,27,47232.0,Own,10.0,Medical,A,8000.0,5.42,0,0.17,N,9
23978,25,32000.0,Rent,4.0,Venture,A,5100.0,8.38,0,0.16,N,3
23979,44,95000.0,Mortgage,4.0,Venture,B,10000.0,10.95,0,0.11,N,15
23980,31,39000.0,Mortgage,11.0,Debtconsolidation,A,2200.0,7.49,1,0.06,N,6
23982,30,95000.0,Mortgage,6.0,Personal,A,4000.0,5.99,0,0.04,N,7
23983,24,49600.0,Mortgage,8.0,Homeimprovement,A,2500.0,7.4,0,0.05,N,2
23984,41,47508.0,Rent,3.0,Debtconsolidation,B,10000.0,10.74,0,0.21,N,16
23985,25,90000.0,Mortgage,2.0,Personal,C,20000.0,0.0,0,0.22,Y,3
23986,41,35000.0,Mortgage,13.0,Personal,B,1500.0,10.38,0,0.04,N,16
23987,31,97000.0,Mortgage,6.0,Debtconsolidation,A,12000.0,7.66,0,0.12,N,6
23988,35,40000.0,Mortgage,18.0,Medical,B,7200.0,10.71,0,0.18,N,5
23989,24,40800.0,Mortgage,8.0,Education,A,1200.0,0.0,0,0.03,N,3
23990,26,64000.0,Mortgage,3.0,Education,B,12000.0,11.71,0,0.19,N,3
23991,29,89849.0,Mortgage,13.0,Personal,C,6000.0,13.98,0,0.07,Y,10
23992,22,48000.0,Rent,7.0,Education,A,5000.0,6.99,0,0.1,N,2
23993,27,78000.0,Mortgage,0.0,Homeimprovement,A,5000.0,5.42,0,0.06,N,7
23994,26,69912.0,Mortgage,9.0,Venture,A,8000.0,6.99,0,0.11,N,2
23995,24,24000.0,Rent,0.0,Homeimprovement,B,2000.0,12.69,1,0.08,N,2
23996,23,60000.0,Rent,4.0,Personal,A,7500.0,7.66,0,0.12,N,2
23997,26,34000.0,Rent,3.0,Venture,C,15250.0,13.22,1,0.45,Y,2
23999,22,66000.0,Mortgage,6.0,Personal,A,12000.0,5.79,0,0.18,N,3
24000,29,21000.0,Rent,7.0,Education,B,6000.0,12.42,0,0.29,N,6
24001,23,62000.0,Mortgage,2.0,Venture,C,5000.0,13.57,0,0.08,Y,3
24002,27,52000.0,Rent,3.0,Personal,B,12250.0,11.36,0,0.24,N,5
24003,22,32240.0,Rent,3.0,Personal,C,15000.0,13.22,1,0.47,N,2
24004,34,51312.0,Rent,0.0,Homeimprovement,C,18000.0,13.85,1,0.35,N,10
24005,30,66500.0,Mortgage,5.0,Debtconsolidation,A,8000.0,7.88,0,0.12,N,9
24006,21,38000.0,Own,1.0,Medical,A,5000.0,8.94,0,0.13,N,2
24007,23,45000.0,Rent,8.0,Debtconsolidation,C,6000.0,12.53,0,0.13,N,2
24008,28,36000.0,Rent,2.0,Venture,A,12000.0,5.42,1,0.33,N,10
24009,30,86000.0,Mortgage,7.0,Debtconsolidation,B,10000.0,0.0,0,0.12,N,10
24010,22,30000.0,Rent,2.0,Venture,D,12000.0,14.46,1,0.4,N,2
24011,25,45000.0,Own,9.0,Medical,A,3000.0,6.17,0,0.07,N,4
24012,29,99400.0,Mortgage,3.0,Venture,A,6000.0,6.92,0,0.06,N,7
24013,23,100000.0,Mortgage,2.0,Debtconsolidation,A,14000.0,6.17,0,0.14,N,4
24014,58,45000.0,Mortgage,3.0,Personal,A,3500.0,6.76,0,0.08,N,20
24015,22,44000.0,Rent,1.0,Education,E,16000.0,16.35,1,0.36,N,3
24016,22,30000.0,Rent,6.0,Debtconsolidation,B,10000.0,10.37,1,0.33,N,4
24017,24,74000.0,Rent,1.0,Personal,C,4900.0,12.87,0,0.07,N,3
24018,27,78000.0,Rent,4.0,Homeimprovement,C,9600.0,12.29,0,0.12,Y,9
24020,38,81120.0,Mortgage,5.0,Homeimprovement,B,8000.0,11.12,0,0.1,N,12
24021,32,32004.0,Rent,16.0,Medical,B,4000.0,11.49,0,0.12,N,9
24022,36,82000.0,Rent,12.0,Homeimprovement,C,18000.0,13.22,0,0.22,N,17
24023,22,82000.0,Mortgage,5.0,Education,B,20000.0,9.88,0,0.24,N,4
24024,29,48880.0,Rent,3.0,Personal,B,14000.0,10.65,0,0.29,N,9
24025,24,42996.0,Rent,5.0,Medical,A,5000.0,7.14,0,0.12,N,4
